Artist,Title,Label,song_path
Lady A,Champagne Night,0,unpopular/Champagne Night.mp3
Morgan Wallen,7 Summers,0,unpopular/7 Summers.mp3
Taylor Swift,'Tis The Damn Season,0,unpopular/'Tis The Damn Season.mp3
Carrie Underwood,Silent Night,0,unpopular/Silent Night.mp3
Harry Styles,Golden,0,unpopular/Golden.mp3
BTS,Life Goes On,0,unpopular/Life Goes On.mp3
BTS,Blue & Grey,0,unpopular/Blue & Grey.mp3
BTS,Stay,0,unpopular/Stay.mp3
Morgan Wallen,Somebody's Problem,0,unpopular/Somebody's Problem.mp3
Morgan Wallen,Still Goin Down,0,unpopular/Still Goin Down.mp3
Shawn Mendes,Wonder,0,unpopular/Wonder.mp3
BTS,Fly To My Room,0,unpopular/Fly To My Room.mp3
BTS,Telepathy,0,unpopular/Telepathy.mp3
BTS,Dis-ease,0,unpopular/Dis-ease.mp3
Miley Cyrus,Midnight Sky,0,unpopular/Midnight Sky.mp3
Morgan Wallen,Livin' The Dream,0,unpopular/Livin' The Dream.mp3
Morgan Wallen,Cover Me Up,0,unpopular/Cover Me Up.mp3
Juice WRLD,Conversations,0,unpopular/Conversations.mp3
Juice WRLD,Blood On My Jeans,0,unpopular/Blood On My Jeans.mp3
Juice WRLD,Righteous,0,unpopular/Righteous.mp3
Pop Smoke,Got It On Me,0,unpopular/Got It On Me.mp3
Juice WRLD,Titanic,0,unpopular/Titanic.mp3
Juice WRLD,Stay High,0,unpopular/Stay High.mp3
Juice WRLD,Bad Energy,0,unpopular/Bad Energy.mp3
Pop Smoke,Something Special,0,unpopular/Something Special.mp3
Juice WRLD,Up Up And Away,0,unpopular/Up Up And Away.mp3
Juice WRLD,Fighting Demons,0,unpopular/Fighting Demons.mp3
Juice WRLD,Man Of The Year,0,unpopular/Man Of The Year.mp3
Juice WRLD,Can't Die,0,unpopular/Can't Die.mp3
Juice WRLD,Screw Juice,0,unpopular/Screw Juice.mp3
The Weeknd,In Your Eyes,0,unpopular/In Your Eyes.mp3
The Weeknd,Alone Again,0,unpopular/Alone Again.mp3
The Weeknd,After Hours,0,unpopular/After Hours.mp3
The Weeknd,Scared To Live,0,unpopular/Scared To Live.mp3
The Weeknd,Hardest To Love,0,unpopular/Hardest To Love.mp3
Lady Gaga,Stupid Love,0,unpopular/Stupid Love.mp3
The Weeknd,Too Late,0,unpopular/Too Late.mp3
The Weeknd,Snowchild,0,unpopular/Snowchild.mp3
The Weeknd,Escape From LA,0,unpopular/Escape From LA.mp3
The Weeknd,Faith,0,unpopular/Faith.mp3
The Weeknd,Repeat After Me (Interlude),0,unpopular/Repeat After Me (Interlude).mp3
Jonas Brothers,What A Man Gotta Do,0,unpopular/What A Man Gotta Do.mp3
The Weeknd,Until I Bleed Out,0,unpopular/Until I Bleed Out.mp3
Sam Smith,To Die For,0,unpopular/To Die For.mp3
Jonas Brothers,Like It's Christmas,0,unpopular/Like It's Christmas.mp3
Taylor Swift,Lover,0,unpopular/Lover.mp3
Halsey,Graveyard,0,unpopular/Graveyard.mp3
DaBaby,VIBEZ,0,unpopular/VIBEZ.mp3
Juice WRLD,Let Me Know (I Wonder Why Freestyle),0,unpopular/Let Me Know (I Wonder Why Freestyle).mp3
Doja Cat,Candy,0,unpopular/Candy.mp3
Billie Eilish,All The Good Girls Go To Hell,0,unpopular/All The Good Girls Go To Hell.mp3
Kanye West,Follow God,0,unpopular/Follow God.mp3
Katy Perry,Never Really Over,0,unpopular/Never Really Over.mp3
Cardi B,Press,0,unpopular/Press.mp3
Taylor Swift,The Archer,0,unpopular/The Archer.mp3
Halsey,Nightmare,0,unpopular/Nightmare.mp3
Jonas Brothers,Cool,0,unpopular/Cool.mp3
Beyonce,Before I Let Go,0,unpopular/Before I Let Go.mp3
Carrie Underwood,Southbound,0,unpopular/Southbound.mp3
Nicki Minaj,MEGATRON,0,unpopular/MEGATRON.mp3
Imagine Dragons,Bad Liar,0,unpopular/Bad Liar.mp3
Lil Baby,Pure Cocaine,0,unpopular/Pure Cocaine.mp3
Billie Eilish,Wish You Were Gay,0,unpopular/Wish You Were Gay.mp3
Juice WRLD,Hear Me Calling,0,unpopular/Hear Me Calling.mp3
Chris Brown,Undecided,0,unpopular/Undecided.mp3
Juice WRLD,Empty,0,unpopular/Empty.mp3
Carrie Underwood,Love Wins,0,unpopular/Love Wins.mp3
Katy Perry,Cozy Little Christmas,0,unpopular/Cozy Little Christmas.mp3
Luke Combs,She Got The Best Of Me,0,unpopular/She Got The Best Of Me.mp3
Lil Wayne,Uproar,0,unpopular/Uproar.mp3
XXXTENTACION,BAD!,0,unpopular/BAD!.mp3
Ariana Grande,Imagine,0,unpopular/Imagine.mp3
Camila Cabello,Consequences,0,unpopular/Consequences.mp3
Juice WRLD,Armed And Dangerous,0,unpopular/Armed And Dangerous.mp3
Billie Eilish,Ocean Eyes,0,unpopular/Ocean Eyes.mp3
Drake,Mob Ties,0,unpopular/Mob Ties.mp3
Juice WRLD,All Girls Are The Same,0,unpopular/All Girls Are The Same.mp3
Carrie Underwood,Cry Pretty,0,unpopular/Cry Pretty.mp3
twenty one pilots,Jumpsuit,0,unpopular/Jumpsuit.mp3
Kanye West,All Mine,0,unpopular/All Mine.mp3
Billie Eilish,You Should See Me In A Crown,0,unpopular/You Should See Me In A Crown.mp3
Drake,Emotionless,0,unpopular/Emotionless.mp3
Drake,Can't Take A Joke,0,unpopular/Can't Take A Joke.mp3
Meghan Trainor,No Excuses,0,unpopular/No Excuses.mp3
P!nk,Beautiful Trauma,0,unpopular/Beautiful Trauma.mp3
Chris Brown,Tempo,0,unpopular/Tempo.mp3
XXXTENTACION,The Remedy For A Broken Heart (Why Am I So In Love),0,unpopular/The Remedy For A Broken Heart (Why Am I So In Love).mp3
Post Malone,Candy Paint,0,unpopular/Candy Paint.mp3
Taylor Swift,...Ready For It?,0,unpopular/...Ready For It?.mp3
Lil Baby,My Dawg,0,unpopular/My Dawg.mp3
Eminem,Believe,0,unpopular/Believe.mp3
Luke Combs,When It Rains It Pours,0,unpopular/When It Rains It Pours.mp3
Taylor Swift,Call It What You Want,0,unpopular/Call It What You Want.mp3
XXXTENTACION,Jocelyn Flores,0,unpopular/Jocelyn Flores.mp3
Taylor Swift,Gorgeous,0,unpopular/Gorgeous.mp3
Chris Brown,Questions,0,unpopular/Questions.mp3
Post Malone,Go Flex,0,unpopular/Go Flex.mp3
Bruno Mars,Versace On The Floor,0,unpopular/Versace On The Floor.mp3
Travis Scott,Butterfly Effect,0,unpopular/Butterfly Effect.mp3
Rascal Flatts,Yours If You Want It,0,unpopular/Yours If You Want It.mp3
Camila Cabello,Crying In The Club,0,unpopular/Crying In The Club.mp3
Chris Brown,Privacy,0,unpopular/Privacy.mp3
Lady Gaga,The Cure,0,unpopular/The Cure.mp3
Drake,Signs,0,unpopular/Signs.mp3
The Weeknd,Reminder,0,unpopular/Reminder.mp3
Kendrick Lamar,Element.,0,unpopular/Element..mp3
Lady Gaga,Million Reasons,0,unpopular/Million Reasons.mp3
Nicki Minaj,Regret In Your Tears,0,unpopular/Regret In Your Tears.mp3
Ed Sheeran,Galway Girl,0,unpopular/Galway Girl.mp3
Future,Draco,0,unpopular/Draco.mp3
The Weeknd,Party Monster,0,unpopular/Party Monster.mp3
Ed Sheeran,Dive,0,unpopular/Dive.mp3
Carrie Underwood,Dirty Laundry,0,unpopular/Dirty Laundry.mp3
The Weeknd,Six Feet Under,0,unpopular/Six Feet Under.mp3
Kanye West,Fade,0,unpopular/Fade.mp3
Rihanna,Sex With Me,0,unpopular/Sex With Me.mp3
Katy Perry,Rise,0,unpopular/Rise.mp3
Carrie Underwood,Church Bells,0,unpopular/Church Bells.mp3
Fetty Wap,Wake Up,0,unpopular/Wake Up.mp3
Kanye West,Famous,0,unpopular/Famous.mp3
Fergie,M.I.L.F. $,0,unpopular/M.I.L.F. $.mp3
Drake,Childs Play,0,unpopular/Childs Play.mp3
Drake,Summer Sixteen,0,unpopular/Summer Sixteen.mp3
Carrie Underwood,Heartbeat,0,unpopular/Heartbeat.mp3
Rascal Flatts,I Like The Sound Of That,0,unpopular/I Like The Sound Of That.mp3
Taylor Swift,New Romantics,0,unpopular/New Romantics.mp3
The Weeknd,Acquainted,0,unpopular/Acquainted.mp3
Justin Bieber,Company,0,unpopular/Company.mp3
Fetty Wap,Jimmy Choo,0,unpopular/Jimmy Choo.mp3
Gwen Stefani,Make Me Like You,0,unpopular/Make Me Like You.mp3
Ariana Grande,Focus,0,unpopular/Focus.mp3
Fetty Wap,Again,0,unpopular/Again.mp3
Justin Bieber,I'll Show You,0,unpopular/I'll Show You.mp3
Gwen Stefani,Used To Love You,0,unpopular/Used To Love You.mp3
Halsey,New Americana,0,unpopular/New Americana.mp3
Drake,Right Hand,0,unpopular/Right Hand.mp3
Carrie Underwood,Smoke Break,0,unpopular/Smoke Break.mp3
Justin Bieber,Purpose,0,unpopular/Purpose.mp3
Justin Bieber,Mark My Words,0,unpopular/Mark My Words.mp3
Justin Bieber,Life Is Worth Living,0,unpopular/Life Is Worth Living.mp3
Justin Bieber,Children,0,unpopular/Children.mp3
Chris Brown,Liquor,0,unpopular/Liquor.mp3
Justin Bieber,Been You,0,unpopular/Been You.mp3
One Direction,If I Could Fly,0,unpopular/If I Could Fly.mp3
One Direction,Olivia,0,unpopular/Olivia.mp3
Justin Bieber,Get Used To It,0,unpopular/Get Used To It.mp3
One Direction,A.M.,0,unpopular/A.M..mp3
Fetty Wap,RGF Island,0,unpopular/RGF Island.mp3
One Direction,Temporary Fix,0,unpopular/Temporary Fix.mp3
Justin Bieber,Trust,0,unpopular/Trust.mp3
One Direction,Never Enough,0,unpopular/Never Enough.mp3
Maroon 5,This Summer's Gonna Hurt...,0,unpopular/This Summer's Gonna Hurt....mp3
Nicki Minaj,The Night Is Still Young,0,unpopular/The Night Is Still Young.mp3
Future,Commas,0,unpopular/Commas.mp3
Carrie Underwood,Little Toy Guns,0,unpopular/Little Toy Guns.mp3
Kendrick Lamar,Alright,0,unpopular/Alright.mp3
twenty one pilots,Tear In My Heart,0,unpopular/Tear In My Heart.mp3
Drake,Energy,0,unpopular/Energy.mp3
Imagine Dragons,I Bet My Life,0,unpopular/I Bet My Life.mp3
Drake,Know Yourself,0,unpopular/Know Yourself.mp3
Kendrick Lamar,King Kunta,0,unpopular/King Kunta.mp3
Drake,Legend,0,unpopular/Legend.mp3
Kendrick Lamar,The Blacker The Berry,0,unpopular/The Blacker The Berry.mp3
Drake,10 Bands,0,unpopular/10 Bands.mp3
twenty one pilots,Fairly Local,0,unpopular/Fairly Local.mp3
Carrie Underwood,Something In The Water,0,unpopular/Something In The Water.mp3
Fergie,L.A.LOVE (la la),0,unpopular/L.A.LOVE (la la).mp3
One Direction,Steal My Girl,0,unpopular/Steal My Girl.mp3
The Weeknd,Often,0,unpopular/Often.mp3
Kendrick Lamar,i,0,unpopular/i.mp3
Gwen Stefani,Baby Don't Lie,0,unpopular/Baby Don't Lie.mp3
Katy Perry,This Is How We Do,0,unpopular/This Is How We Do.mp3
One Direction,Stockholm Syndrome,0,unpopular/Stockholm Syndrome.mp3
Nicki Minaj,Pills N Potions,0,unpopular/Pills N Potions.mp3
Pharrell Williams,Come Get It Bae,0,unpopular/Come Get It Bae.mp3
Iggy Azalea,Work,0,unpopular/Work.mp3
Usher,Good Kisser,0,unpopular/Good Kisser.mp3
The Chainsmokers,#SELFIE,0,unpopular/#SELFIE.mp3
Bruno Mars,Young Girls,0,unpopular/Young Girls.mp3
Rascal Flatts,Rewind,0,unpopular/Rewind.mp3
Coldplay,Magic,0,unpopular/Magic.mp3
Imagine Dragons,On Top Of The World,0,unpopular/On Top Of The World.mp3
Katy Perry,Unconditionally,0,unpopular/Unconditionally.mp3
Eminem,Rap God,0,unpopular/Rap God.mp3
Beyonce,XO,0,unpopular/XO.mp3
Drake,The Language,0,unpopular/The Language.mp3
Justin Timberlake,TKO,0,unpopular/TKO.mp3
Justin Bieber,All That Matters,0,unpopular/All That Matters.mp3
Kanye West,Bound 2,0,unpopular/Bound 2.mp3
Future,Honest,0,unpopular/Honest.mp3
Britney Spears,Perfume,0,unpopular/Perfume.mp3
Drake,Worst Behavior,0,unpopular/Worst Behavior.mp3
Daughtry,Waiting For Superman,0,unpopular/Waiting For Superman.mp3
Eminem,Survival,0,unpopular/Survival.mp3
One Direction,Diana,0,unpopular/Diana.mp3
One Direction,Midnight Memories,0,unpopular/Midnight Memories.mp3
Rihanna,What Now,0,unpopular/What Now.mp3
Taylor Swift,Red,0,unpopular/Red.mp3
Bruno Mars,Gorilla,0,unpopular/Gorilla.mp3
One Direction,Strong,0,unpopular/Strong.mp3
Britney Spears,Work B**ch!,0,unpopular/Work B**ch!.mp3
Ariana Grande,Last Christmas,0,unpopular/Last Christmas.mp3
Justin Timberlake,Take Back The Night,0,unpopular/Take Back The Night.mp3
Britney Spears,Ooh La La,0,unpopular/Ooh La La.mp3
Avril Lavigne,Here's To Never Growing Up,0,unpopular/Here's To Never Growing Up.mp3
Chris Brown,Fine China,0,unpopular/Fine China.mp3
Carrie Underwood,Two Black Cadillacs,0,unpopular/Two Black Cadillacs.mp3
One Direction,Kiss You,0,unpopular/Kiss You.mp3
Justin Timberlake,Pusher Love Girl,0,unpopular/Pusher Love Girl.mp3
Future,Neva End,0,unpopular/Neva End.mp3
Ke$ha,C'mon,0,unpopular/C'mon.mp3
One Direction,One Way Or Another (Teenage Kicks),0,unpopular/One Way Or Another (Teenage Kicks).mp3
Kendrick Lamar,"Bitch, Don't Kill My Vibe",0,"unpopular/Bitch, Don't Kill My Vibe.mp3"
Rascal Flatts,Changed,0,unpopular/Changed.mp3
Nicki Minaj,Va Va Voom,0,unpopular/Va Va Voom.mp3
One Direction,Little Things,0,unpopular/Little Things.mp3
The Weeknd,Wicked Games,0,unpopular/Wicked Games.mp3
Chris Brown,Don't Judge Me,0,unpopular/Don't Judge Me.mp3
Adele,Skyfall,0,unpopular/Skyfall.mp3
One Direction,Live While We're Young,0,unpopular/Live While We're Young.mp3
Taylor Swift,Begin Again,0,unpopular/Begin Again.mp3
Future,Turn On The Lights,0,unpopular/Turn On The Lights.mp3
Rascal Flatts,Come Wake Me Up,0,unpopular/Come Wake Me Up.mp3
Beyonce,Dance For You,0,unpopular/Dance For You.mp3
One Direction,One Thing,0,unpopular/One Thing.mp3
T.I.,Go Get It,0,unpopular/Go Get It.mp3
Taylor Swift,Eyes Open,0,unpopular/Eyes Open.mp3
Taylor Swift,Ours,0,unpopular/Ours.mp3
Beyonce,Love On Top,0,unpopular/Love On Top.mp3
Rascal Flatts,Banjo,0,unpopular/Banjo.mp3
LMFAO,Sorry For Party Rocking,0,unpopular/Sorry For Party Rocking.mp3
Justin Bieber,Mistletoe,0,unpopular/Mistletoe.mp3
Lady Gaga,Marry The Night,0,unpopular/Marry The Night.mp3
Nickelback,When We Stand Together,0,unpopular/When We Stand Together.mp3
Avril Lavigne,Wish You Were Here,0,unpopular/Wish You Were Here.mp3
Lil Wayne,Blunt Blowin,0,unpopular/Blunt Blowin.mp3
Beyonce,Countdown,0,unpopular/Countdown.mp3
Nicki Minaj,Stupid Hoe,0,unpopular/Stupid Hoe.mp3
Taylor Swift,If This Was A Movie,0,unpopular/If This Was A Movie.mp3
Taylor Swift,Sparks Fly,0,unpopular/Sparks Fly.mp3
Drake,Hate Sleeping Alone,0,unpopular/Hate Sleeping Alone.mp3
Britney Spears,Criminal,0,unpopular/Criminal.mp3
Drake,Shot For Me,0,unpopular/Shot For Me.mp3
Rihanna,California King Bed,0,unpopular/California King Bed.mp3
Coldplay,Every Teardrop Is A Waterfall,0,unpopular/Every Teardrop Is A Waterfall.mp3
Taylor Swift,Mean,0,unpopular/Mean.mp3
Rihanna,Man Down,0,unpopular/Man Down.mp3
Maroon 5,Never Gonna Leave This Bed,0,unpopular/Never Gonna Leave This Bed.mp3
Drake,Marvins Room,0,unpopular/Marvins Room.mp3
Avril Lavigne,Smile,0,unpopular/Smile.mp3
Taylor Swift,The Story Of Us,0,unpopular/The Story Of Us.mp3
Rascal Flatts,I Won't Let Go,0,unpopular/I Won't Let Go.mp3
Nicki Minaj,Did It On'em,0,unpopular/Did It On'em.mp3
Chris Brown,No BS,0,unpopular/No BS.mp3
Nicki Minaj,Right Thru Me,0,unpopular/Right Thru Me.mp3
Carrie Underwood,Mama's Song,0,unpopular/Mama's Song.mp3
Rascal Flatts,Why Wait,0,unpopular/Why Wait.mp3
Coldplay,Christmas Lights,0,unpopular/Christmas Lights.mp3
Daughtry,September,0,unpopular/September.mp3
Akon,Angel,0,unpopular/Angel.mp3
Ne-Yo,One In A Million,0,unpopular/One In A Million.mp3
Ne-Yo,Beautiful Monster,0,unpopular/Beautiful Monster.mp3
Nickelback,This Afternoon,0,unpopular/This Afternoon.mp3
Kanye West,POWER,0,unpopular/POWER.mp3
P!nk,Glitter In The Air,0,unpopular/Glitter In The Air.mp3
Ne-Yo,Champagne Life,0,unpopular/Champagne Life.mp3
Miley Cyrus,Can't Be Tamed,0,unpopular/Can't Be Tamed.mp3
Justin Bieber,U Smile,0,unpopular/U Smile.mp3
Carrie Underwood,Temporary Home,0,unpopular/Temporary Home.mp3
T.I.,I'm Back,0,unpopular/I'm Back.mp3
Miley Cyrus,When I Look At You,0,unpopular/When I Look At You.mp3
Mary J. Blige,I Am,0,unpopular/I Am.mp3
Rascal Flatts,Unstoppable,0,unpopular/Unstoppable.mp3
Taylor Swift,Fearless,0,unpopular/Fearless.mp3
Avril Lavigne,Alice,0,unpopular/Alice.mp3
Taylor Swift,Fifteen,0,unpopular/Fifteen.mp3
Carrie Underwood,Cowboy Casanova,0,unpopular/Cowboy Casanova.mp3
Rihanna,Russian Roulette,0,unpopular/Russian Roulette.mp3
Alicia Keys,Empire State Of Mind (Part II) Broken Down,0,unpopular/Empire State Of Mind (Part II) Broken Down.mp3
Justin Bieber,One Less Lonely Girl,0,unpopular/One Less Lonely Girl.mp3
Usher,Papers,0,unpopular/Papers.mp3
Nickelback,Never Gonna Be Alone,0,unpopular/Never Gonna Be Alone.mp3
Eminem,Elevator,0,unpopular/Elevator.mp3
Chris Brown,Crawl,0,unpopular/Crawl.mp3
Lil Wayne,On Fire,0,unpopular/On Fire.mp3
P!nk,Funhouse,0,unpopular/Funhouse.mp3
Justin Bieber,Down To Earth,0,unpopular/Down To Earth.mp3
Alicia Keys,Doesn't Mean Anything,0,unpopular/Doesn't Mean Anything.mp3
Justin Bieber,Bigger,0,unpopular/Bigger.mp3
Rascal Flatts,Summer Nights,0,unpopular/Summer Nights.mp3
Beyonce,Ego,0,unpopular/Ego.mp3
Sean Paul,So Fine,0,unpopular/So Fine.mp3
LMFAO,I'm In Miami Trick,0,unpopular/I'm In Miami Trick.mp3
Daughtry,You Don't Belong,0,unpopular/You Don't Belong.mp3
Eminem,Beautiful,0,unpopular/Beautiful.mp3
Rascal Flatts,Here Comes Goodbye,0,unpopular/Here Comes Goodbye.mp3
Lil Wayne,Hot Revolver,0,unpopular/Hot Revolver.mp3
Katy Perry,Thinking Of You,0,unpopular/Thinking Of You.mp3
Carrie Underwood,Home Sweet Home,0,unpopular/Home Sweet Home.mp3
Miley Cyrus,Hoedown Throwdown,0,unpopular/Hoedown Throwdown.mp3
Taylor Swift,You're Not Sorry,0,unpopular/You're Not Sorry.mp3
Rihanna,Rehab,0,unpopular/Rehab.mp3
Usher,Trading Places,0,unpopular/Trading Places.mp3
Rascal Flatts,Here,0,unpopular/Here.mp3
Carrie Underwood,Just A Dream,0,unpopular/Just A Dream.mp3
Leona Lewis,Run,0,unpopular/Run.mp3
Daughtry,What About Now,0,unpopular/What About Now.mp3
Nickelback,I'd Come For You,0,unpopular/I'd Come For You.mp3
Jonas Brothers,Lovebug,0,unpopular/Lovebug.mp3
Jonas Brothers,Pushin' Me Away,0,unpopular/Pushin' Me Away.mp3
Taylor Swift,Should've Said No,0,unpopular/Should've Said No.mp3
Chris Brown,Take You Down,0,unpopular/Take You Down.mp3
Alicia Keys,Teenage Love Affair,0,unpopular/Teenage Love Affair.mp3
Carrie Underwood,Last Name,0,unpopular/Last Name.mp3
Usher,Moving Mountains,0,unpopular/Moving Mountains.mp3
Jonas Brothers,Play My Music,0,unpopular/Play My Music.mp3
Jonas Brothers,When You Look Me In The Eyes,0,unpopular/When You Look Me In The Eyes.mp3
Carrie Underwood,All-American Girl,0,unpopular/All-American Girl.mp3
Taylor Swift,Picture To Burn,0,unpopular/Picture To Burn.mp3
Britney Spears,Break The Ice,0,unpopular/Break The Ice.mp3
Maroon 5,Won't Go Home Without You,0,unpopular/Won't Go Home Without You.mp3
Rascal Flatts,Every Day,0,unpopular/Every Day.mp3
Ne-Yo,Go On Girl,0,unpopular/Go On Girl.mp3
Daughtry,Over You,0,unpopular/Over You.mp3
Maroon 5,Wake Up Call,0,unpopular/Wake Up Call.mp3
Chris Brown,This Christmas,0,unpopular/This Christmas.mp3
Britney Spears,Gimme More,0,unpopular/Gimme More.mp3
Carrie Underwood,So Small,0,unpopular/So Small.mp3
Rascal Flatts,Winner At A Losing Game,0,unpopular/Winner At A Losing Game.mp3
Mary J. Blige,Work That,0,unpopular/Work That.mp3
Jonas Brothers,S.O.S.,0,unpopular/S.O.S..mp3
Carrie Underwood,Do You Hear What I Hear,0,unpopular/Do You Hear What I Hear.mp3
Rascal Flatts,Take Me There,0,unpopular/Take Me There.mp3
Akon,"Sorry, Blame It On Me",0,"unpopular/Sorry, Blame It On Me.mp3"
Ne-Yo,Do You,0,unpopular/Do You.mp3
Avril Lavigne,When You're Gone,0,unpopular/When You're Gone.mp3
Gwen Stefani,4 In The Morning,0,unpopular/4 In The Morning.mp3
Beyonce,Get Me Bodied,0,unpopular/Get Me Bodied.mp3
Kanye West,Can't Tell Me Nothing,0,unpopular/Can't Tell Me Nothing.mp3
Carrie Underwood,Wasted,0,unpopular/Wasted.mp3
T.I.,Top Back,0,unpopular/Top Back.mp3
The Fray,Look After You,0,unpopular/Look After You.mp3
Rascal Flatts,Stand,0,unpopular/Stand.mp3
Jonas Brothers,Year 3000,0,unpopular/Year 3000.mp3
Rascal Flatts,My Wish,0,unpopular/My Wish.mp3
Taylor Swift,Tim McGraw,0,unpopular/Tim McGraw.mp3
The Fray,Happy Xmas (War Is Over),0,unpopular/Happy Xmas (War Is Over).mp3
Mary J. Blige,Take Me As I Am,0,unpopular/Take Me As I Am.mp3
Beyonce,Listen,0,unpopular/Listen.mp3
Beyonce,Ring The Alarm,0,unpopular/Ring The Alarm.mp3
Rascal Flatts,Me And My Gang,0,unpopular/Me And My Gang.mp3
Carrie Underwood,Don't Forget To Remember Me,0,unpopular/Don't Forget To Remember Me.mp3
Gwen Stefani,Crash,0,unpopular/Crash.mp3
Gwen Stefani,Luxurious,0,unpopular/Luxurious.mp3
Rihanna,If It's Lovin' That You Want,0,unpopular/If It's Lovin' That You Want.mp3
Lil Wayne,Fireman,0,unpopular/Fireman.mp3
Alicia Keys,Unbreakable,0,unpopular/Unbreakable.mp3
Rascal Flatts,Skin (Sarabeth),0,unpopular/Skin (Sarabeth).mp3
